Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
BLM,"He s following the MAGA handbook to a T. Shit like assassination coordinates is red meat to this cult. No proof, no evidence, it s now the forefront of their nothingburger movement. Now we wait for Andy Ngo to say it was Antifa and BLM. 8 38 287 14.8K",The above text entails MAGA handbook!,FAVOR,rights_domain,1,1,"He’s following the MAGA handbook to a T. 

Shit like “assassination coordinates” is red meat to this cult. No proof, no evidence, it’s now the forefront of their nothingburger movement. 

Now we wait for Andy Ngo to say it was Antifa and BLM.
8
38
287
14.8K"
BLM,"He s following the MAGA handbook to a T. Shit like assassination coordinates is red meat to this cult. No proof, no evidence, it s now the forefront of their nothingburger movement. Now we wait for Andy Ngo to say it was Antifa and BLM. 8 38 287 14.8K",The premise has entailment relation with assassination coordinates!,AGAINST,rights_domain,1,1,"He’s following the MAGA handbook to a T. 

Shit like “assassination coordinates” is red meat to this cult. No proof, no evidence, it’s now the forefront of their nothingburger movement. 

Now we wait for Andy Ngo to say it was Antifa and BLM.
8
38
287
14.8K"
gun control,"It s a new day, and that can only mean one thing another desperate attempt by right wing populist to slander Nancy Mace, and today that topic is gun control. Mace has NEVER voted in favor of gun control measures, is the daughter of a Vietnam vet, and owns SEVEN guns herself.",This implies the entailment relation with gun control!,FAVOR,rights_domain,1,1,"It’s a new day, and that can only mean one thing… another desperate attempt by right wing populist to slander Nancy Mace, and today that topic is gun control. Mace has NEVER voted in favor of gun control measures, is the daughter of a Vietnam vet, and owns SEVEN guns herself.
3
6
22"
gun control,"It s a new day, and that can only mean one thing another desperate attempt by right wing populist to slander Nancy Mace, and today that topic is gun control. Mace has NEVER voted in favor of gun control measures, is the daughter of a Vietnam vet, and owns SEVEN guns herself.",The premise has entailment relation with Nancy Mace!,AGAINST,rights_domain,1,1,"It’s a new day, and that can only mean one thing… another desperate attempt by right wing populist to slander Nancy Mace, and today that topic is gun control. Mace has NEVER voted in favor of gun control measures, is the daughter of a Vietnam vet, and owns SEVEN guns herself.
3
6
22"
LGBTQ,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing The Associated Press AP Jun 4 While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars.",The above text entails Republicans!,AGAINST,rights_domain,0,1,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing
The Associated Press
@AP
·
Jun 4
While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars. http://apne.ws/w9cWDHv
3
35
225"
LGBTQ,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing The Associated Press AP Jun 4 While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars.",The premise has entailment relation with LGBTQ rights!,FAVOR,rights_domain,1,1,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing
The Associated Press
@AP
·
Jun 4
While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars. http://apne.ws/w9cWDHv
3
35
225"
LGBTQ,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing The Associated Press AP Jun 4 While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars.",The premise entails the hypothesis Democrats!,FAVOR,rights_domain,1,1,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing
The Associated Press
@AP
·
Jun 4
While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars. http://apne.ws/w9cWDHv
3
35
225"
NBA,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points. Legend. 79 1,471 16.6K 1.1M",The above text entails LeBron James!,FAVOR,sports_domain,1,1,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points.

Legend.
79
1,471
16.6K
1.1M"
NBA,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points. Legend. 79 1,471 16.6K 1.1M",The above text entails NBA!,NONE,sports_domain,1,1,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points.

Legend.
79
1,471
16.6K
1.1M"
NBA,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points. Legend. 79 1,471 16.6K 1.1M",This implies the entailment relation with Kareem Abdul-Jabbar!,FAVOR,sports_domain,1,1,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points.

Legend.
79
1,471
16.6K
1.1M"
women's football,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22",The above text entails FIFA Family!,FAVOR,sports_domain,1,1,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22"
women's football,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22",This implies the entailment relation with News!,FAVOR,sports_domain,0,1,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22"
world cup,"And a place at the U20 World Cup in Indonesia next year too. England England Jun 22, 2022 Two wins from two at the finals for our who secure a semi-final spot with a game to spare Show this thread ALT",The above text entails U20 World Cup!,FAVOR,sports_domain,1,1,"And a place at the U20 World Cup in Indonesia next year too.
England
@England
·
Jun 22, 2022
Two wins from two at the #U19EURO finals for our #YoungLions, who secure a semi-final spot with a game to spare 
Show this thread
ALT
1
14
123"
