Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
LGBTQ,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing The Associated Press AP Jun 4 While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars.",Republicans,AGAINST,rights_domain,0,1,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing
The Associated Press
@AP
·
Jun 4
While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars. http://apne.ws/w9cWDHv
3
35
225"
LGBTQ,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing The Associated Press AP Jun 4 While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars.",LGBTQ rights,FAVOR,rights_domain,1,1,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing
The Associated Press
@AP
·
Jun 4
While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars. http://apne.ws/w9cWDHv
3
35
225"
LGBTQ,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing The Associated Press AP Jun 4 While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars.",Democrats,FAVOR,rights_domain,1,1,"One thing I wish Democratic leaders understood is that Republicans are so intent on attacking LGBTQ rights because they realize that in the court of public opinion they are losing
The Associated Press
@AP
·
Jun 4
While most Democrats support the rights of LGBTQ adults and children, they're struggling to counter a barrage of GOP attacks on LGBTQ people. With measured responses, Democrats are aiming to avoid getting caught up even more in the culture wars. http://apne.ws/w9cWDHv
3
35
225"
NBA,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points. Legend. 79 1,471 16.6K 1.1M",LeBron James,FAVOR,sports_domain,1,1,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points.

Legend.
79
1,471
16.6K
1.1M"
NBA,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points. Legend. 79 1,471 16.6K 1.1M",NBA,NONE,sports_domain,1,1,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points.

Legend.
79
1,471
16.6K
1.1M"
NBA,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points. Legend. 79 1,471 16.6K 1.1M",Kareem Abdul-Jabbar,FAVOR,sports_domain,1,1,"LeBron James only needs 11 points tonight to become just the 2nd player in NBA history, behind Kareem Abdul-Jabbar, to reach 38,000 career points.

Legend.
79
1,471
16.6K
1.1M"
women's football,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22",FIFA Family,FAVOR,sports_domain,1,1,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22"
women's football,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22",News,FAVOR,sports_domain,0,1,"Happy to finally share the news that I joined the FIFA family and will be commentating for FIFA22! This is a big moment for FIFA, for football and women and girls across the world. It s also a big moment for me personally and professionally. FIFA22"
world cup,"And a place at the U20 World Cup in Indonesia next year too. England England Jun 22, 2022 Two wins from two at the finals for our who secure a semi-final spot with a game to spare Show this thread ALT",U20 World Cup,FAVOR,sports_domain,1,1,"And a place at the U20 World Cup in Indonesia next year too.
England
@England
·
Jun 22, 2022
Two wins from two at the #U19EURO finals for our #YoungLions, who secure a semi-final spot with a game to spare 
Show this thread
ALT
1
14
123"
private education,"And then upper class professional families usually outsource homemaking to the prole women landscaping, cleaning, private education, even cooking. The average homemaker has a more diverse set of skills than what the modern workforce requires. But what s a woman to do?",private education,FAVOR,education_and_culture_domain,1,1,"And then upper class professional families usually outsource homemaking to the prole women; landscaping, cleaning, private education, even cooking. The average homemaker has a more diverse set of skills than what the modern workforce requires. But what’s a woman to do?
1
1"
environmental awareness,"Nadine Lustre promotes climate action by working with several initiatives like the 88k Trees project and the Siargao Environmental Awareness Movement. We catch up with the influential icon hello nadine on 6am Friday, April 29",Nadine Lustre,FAVOR,environmental_protection_domain,1,1,"Nadine Lustre promotes climate action by working with several initiatives like the 88k Trees project and the Siargao Environmental Awareness Movement. #EarthMonth 

We catch up with the influential icon 
@hello_nadine
 on #NewDay.

 6am
 Friday, April 29
2
208
578"
environmental awareness,"Nadine Lustre promotes climate action by working with several initiatives like the 88k Trees project and the Siargao Environmental Awareness Movement. We catch up with the influential icon hello nadine on 6am Friday, April 29",climate action,NONE,environmental_protection_domain,1,1,"Nadine Lustre promotes climate action by working with several initiatives like the 88k Trees project and the Siargao Environmental Awareness Movement. #EarthMonth 

We catch up with the influential icon 
@hello_nadine
 on #NewDay.

 6am
 Friday, April 29
2
208
578"
environmental awareness,"Nadine Lustre promotes climate action by working with several initiatives like the 88k Trees project and the Siargao Environmental Awareness Movement. We catch up with the influential icon hello nadine on 6am Friday, April 29",Siargao Environmental Awareness Movement,FAVOR,environmental_protection_domain,1,1,"Nadine Lustre promotes climate action by working with several initiatives like the 88k Trees project and the Siargao Environmental Awareness Movement. #EarthMonth 

We catch up with the influential icon 
@hello_nadine
 on #NewDay.

 6am
 Friday, April 29
2
208
578"
migrant,"This past week it s been pretty quiet on the channel, however the numbers of migrants that successfully crossed the channel has already beat last yrs count. The total figures for this yr is 6,004 this includes some confirmed beach landings excludes any other routes across.",channel,NONE,world_event_domain,1,1,"This past week it’s been pretty quiet on the channel, however the numbers of migrants that successfully crossed the channel has already beat last yrs count. The total figures for this yr is 6,004 this includes some confirmed beach landings & excludes any other routes across.
94
531
497"
